game_id	name	summary	video_id	platform
2336	Mario Party 9	Grab your friends and family and captain the crew to victory!  The party is back and bigger than ever in the Mario Party 9 game for Wii, featuring all-new ways to play! For the first time in the franchise, boss battles crash the party and challenge players to compete to defeat a common enemy. In addition, players now travel across stages together in a vehicle towards a common goal - overcoming obstacles, battling bosses, and collecting Mini Stars stolen by Bowser and his minions. Featuring 80 new minigames, adventurous new stages, and all-new ways to play that blend cooperative and competitive action for up to four players*, Mario Party 9 is the perfect way to get the party started.  -For the first time in the Mario Party franchise, each stage culminates in a Boss Battle. Collectively, players must combine their strength to defeat classic foes such as Bowser and King Boo while still playing competitively to boost their own individual scores.  -In another first for the series, players ride across stages together in special vehicles. Players take turns as Captain of the vehicle by hitting Dice Blocks to move the party forward, hoping to land on lucky spaces. The vehicles also help to streamline game play and keep everyone involved in the action.  -Unique Captain Events on each stage give players a new way to change the shape of the game.  -In Mario Party 9, each themed stage has a clear destination point but with multiple paths along the way, so no two games will play the same. From Toad Road to Boo’s Horror Castle, players will encounter a wide variety of familiar Mario franchise elements in new environments that can be enjoyed solo or with friends.  -Includes 80 outrageous new minigames that find players making pizzas, escaping haunted mansions, and racing snowmobiles.  -No time to play through an entire stage? New minigame modes let players enjoy the action in smaller chunks of time. They can hone their skills at any minigame in Free Play mode or try the Extras mode that includes Goomba Bowling and the puzzle-based Castle Clearout.  -Every time they play, players can earn Party Points that are used to unlock special items and features.  * Additional accessories are required for multiplayer game play and are sold separately.	zPmjS6UOEDw	Wii
2338	Mario Party: Island Tour	Mario Party: Island Tour lets you take the fun on the road with your Nintendo 3DS system!  Face off against friends and family in the all-new, ultimate Mario Party – a portable minigame extravaganza that’s bursting with gameplay possibilities. If you’ve never played a Mario Party game before, you’re in for a treat.  There’s always something new to see on the Party Islands. In this ultimate showdown you can take on the road, blaze through the 7 new game boards, some of which take just minutes to play. Wrangle goombas and blast out of cannons as you tilt, tap, and draw through new minigames harnessing the unique functionality of Nintendo 3DS. Compete in new multiplayer modes including mind bending puzzles, minigame challenges, or enter a whole new reality with AR Card play for up to 4 players*. Whether in single or multiplayer, this is a portable party that never ends.	mLp89o_wYd8	Nintendo 3DS
2342	Mario Kart 64	Mario Kart 64 is the second main installment of the Mario Kart series. It is the first game in the series to use three-dimensional graphics, however, the characters and items in this game are still two-dimensional, pre-rendered sprites. The game offers two camera angles and three engine sizes: 50cc, 100cc and 150cc. Each kart has distinctive handling, acceleration and top speed capabilities. Shells that you fire at rival racers, Bananas that make them skid out and Lightning Bolts that make them small and very slow are just a few of the game's unique power-ups.	ASWgJvuQhTA	Nintendo 64,Wii,Wii U
2343	Mario Kart: Super Circuit	Classic Mario Kart action is back once again, this time in a colorful, lightning-fast game that you can take anywhere. Mario, Luigi, Peach, Toad, Wario, Yoshi and Bowser are all tearing up the track, tossing Koopa Shells and laying banana peels along the way.  Mario Kart Super Circuit puts your driving skills to the test on 40 tracks, each littered with wild weapons and obstacles. Choose to play as any of your favorite characters as you speed around classic and brand-new tracks. If you're feeling combative, try out the creative weaponry (mushrooms, bananas, thunder bolts, and stars) in Battle mode. Feel like making some friends eat your dust? No problem. Four players can compete in Mario Kart Super Circuit using only one Game Pak! If each player has a copy of the game, bonus features and new modes of play become available.	awF8rvh6bXc	Game Boy Advance,Nintendo 3DS,Wii U
2344	Mario Kart: Double Dash!!	The Mushroom Kingdom just got a whole lot more hectic as Mario and friends double up for furious kart racing. This time around, each kart holds two racers that can switch places at any time, so choose from a huge cast of favorites and pair them up any way you see fit. The character in front handles the driving duties, while the character in the rear doles out damage with six normal items and eight special items that only specific characters can use. Get ready for some intense multiplayer mayhem with your favorite characters, including Mario, Luigi, Donkey Kong, Peach, Bowser, and Koopa.	RfJ7FoVvOCA	Nintendo GameCube
2345	Mario Kart DS	Mario Kart DS is the continuation of the long running racing game series that began on the Super Nintendo. It features 16 new tracks as well as 16 tracks from the previous 4 games, with each set split up into the Nitro and Retro Grand Prix respectively. Eight racers are initially available, each with two go-karts to choose from. A number of characters and additional karts are also available to unlock. New items have been added to the arsenal, including a Blooper squid that squirts ink onto the screens of other players and a Bullet Bill power up that transforms the player into a giant, fast-travelling bullet on autopilot.	M0LfLk9lLEg	Nintendo DS,Wii U
2349	Mario Kart 7	The seventh installment of the fan-favorite Mario Kart franchise brings Mushroom Kingdom racing fun into glorious 3D. For the first time, drivers explore new competitive kart possibilities, such as soaring through the skies or plunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new heights.	GHbbGJN6KFY	Nintendo 3DS
2350	Mario Kart 8	Turn your racing experience upside down! Nintendo’s Mario Kart franchise comes to the Wii U console in full HD, introducing new racing circuit designs and anti-gravity karts that will have players driving upside down. And for the first time, all of Bowser’s seven Koopalings are playable characters-- get a taste of being bad on the race track by playing as Iggy, Larry, Lemmy, Ludwig, Morton, Roy and Wendy. Players will also enjoy a variety of series-favorite features, including the return of 12-player online competitive play, hang-gliders, underwater racing and motorbikes.	NA6CAgv6p6g	Wii U
2706	Mario & Sonic at the Olympic Games	Mario & Sonic on the Wii is a collection of twenty-four events based on the Olympic Games. Players can assume the role of a Nintendo or Sega character while competing against the others in these events. Players use the Wii Remote to mimic actions performed in real life sports, such as swinging a paddle.	LDt-LOtPxvw	Wii
2707	Mario & Sonic at the Olympic Winter Games	Mario & Sonic at the Olympic Winter Games is a sports game with the official license of the 2010 Winter Olympic Games and a crossover franchise from the Mario and the Sonic universe similar to Mario & Sonic at the Olympic Games. It takes place at the Vancouver Winter Olympics of 2010. Like the previous game, the 27 events are presented as motion-based mini-games. Aside from the main events there are a series of Dream Events that have enhanced features and visuals. Some of the events can optionally be played using the balance board peripheral. Events include for instance skiing, snowboarding, bobsleigh, ice hockey, figure skating and more. The games can be played individually or in a festival mode that spans 17 days.	cGKeRZQCIms	Wii
2708	Mario & Sonic at the London 2012 Olympic Games	Mario & Sonic at the London 2012 Olympic Games is a collection of numerous events based on the Olympic Games. Mario & Sonic brings together the two titular characters and eighteen more from both franchises to participate in environments based on the official venues of the 2012 Summer Olympics in London. The characters are divided into four categories: all-around, speed, power, and skill.	RQu3T5Xy8TI	Wii
3340	Paper Mario	Paper Mario, a turn-based JRPG entry in the Mario franchise with a paper-based aesthetic and platforming elements, sees the titular character working his way through the Mushroom Kingdom's diverse locales and biomes, meeting its inhabitants, fighthing unruly enemies and recruiting an array of companions in order to once again save Princess Peach from the clutches of the evil Koopa King Bowser.	N6k5mCj5WmQ	Nintendo 64,Wii,Wii U
3349	Paper Mario: The Thousand-Year Door	What sleeps behind the door?  Time passes, the pages turn… and a new chapter unfolds in an unfamiliar land! Get ready for a two-dimensional role-playing adventure for the ages as Mario returns to paper form to discover a mystery that sleeps behind an ancient, legendary portal called the Thousand-Year Door. The quest is long, the dangers many, and this time, Mario will have to make full use of his papery qualities just to survive.	e8HxEVtxiSI	Nintendo GameCube
3350	Paper Mario: Sticker Star	A sticky situation has never been so fun! There's trouble afoot in the town of Decalburg, where the devious Bowser has disrupted the beloved Sticker Fest by causing the Sticker Comet to explode. Now Royal Stickers and pieces of the comet have been flung far and wide, and it's up to Mario and his ally Kersti to set things right by recovering them. This captivating hand-held adventure will have new and experienced fans of the Paper Mario series captivated as they navigate colorful 3D environments, defeat enemies, collect oodles of stickers and items and use them in a variety of fun ways.	oh-_1LYJXvQ	Nintendo 3DS
3364	Mario & Luigi: Partners in Time	The famous Mario Brothers return in this sequel to the humorous Superstar Saga. In this adventure, Princess Peach takes a trip in a time machine, but when it returns, there's only a monster inside! The heroic brothers travel back in time only to discover that evil alien life forms known as the Shroobs have taken over the Mushroom Kingdom, and no-one is safe! They soon meet up with their younger selves, and set out to stop the alien menace, not to mention rescue the Princess!	XB838mqScx4	Nintendo DS,Wii U
3365	Mario & Luigi: Dream Team	Mario and Luigi embark on the adventure of their dreams in a hilarious action RPG that combines the resort world of Pi’illo Island with the wild landscapes of Luigi’s imagination, where anything can happen. Meet a host of hilarious characters as you strive to rescue Princess Peach and help Prince Dreambert free his petrified Pi’illo people from the bat-king Antasma’s curse.	bAEAUQEhNFQ	Nintendo 3DS
3401	Mario Golf	Forget buying expensive golf gear--Mario brings the game to you. Mario Golf features four complete 18-hole courses, 11 golfers, and precise play control. Create your own golfer and build up his or her experience and skill levels by competing in various tournaments and head-to-head matches. The more you play, the stronger and more accurate your golfer becomes. There are many different modes of play in Mario Golf, including a wide variety of minigames designed to challenge even the most level-headed swingers.	t8IUIUC7Gng	Nintendo 64,Wii,Wii U
3403	Mario Golf: Toadstool Tour	Hit the links in the Mushroom Kingdom!  Mario, Peach, Yoshi, Donkey Kong and others have tee times reserved in the Mushroom Kingdom! Challenge them to tournaments, or take them on in character matches to collect rings or nab coins! Play on resort-style courses or look out for Chain Chomps, Warp Pipes and Thwomps on the Mushroom Kingdom courses!	iT-Tl8xW3K4	Nintendo GameCube
3405	Mario Golf: World Tour	Luigi and his Mushroom Kingdom neighbors are teeing up once again in Mario Golf: World Tour. The Nintendo 3DS game includes both simple controls and a deeper experience for golf fans, plus courses that range from traditional to those inspired by the Mushroom Kingdom	A5G0JPH3Vyw	Nintendo 3DS
3406	Mario Tennis	All of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-saving lobs, ballistic backhands and electrifying super-charged smashes!	aToQ5j6wgnU	Nintendo 64,Wii,Wii U
3476	Dr. Mario	Dr. Mario is a falling block tile-matching video game, in which Mario assumes the role of a doctor, dropping two-colored medical capsules into a medicine bottle representing the playing field. This area is populated by viruses of three colors: red, yellow, and blue. In a manner and style considered similar to Tetris, the player manipulates each capsule as it falls, moving it left or right and rotating it such that it is positioned alongside the viruses and any existing capsules. When four or more capsule halves or viruses of matching color are aligned in vertical or horizontal configurations, they are removed from play. The main objective is to complete levels, which is accomplished by eliminating all viruses from the playing field. A game over occurs if capsules fill up the playing field in a way that obstructs the bottle's narrow neck.	6Qqa4Qz9wWs	Nintendo Entertainment System,Wii U
3985	Mario Power Tennis	Mario Power Tennis features variations of tennis matches consisting of characters, courts, and scenarios based on the Mario series. The range of courts includes the standard three types of tennis court, but consists predominantly of those themed upon games in the Mario series, known as "Gimmick" courts. As well as adopting the style aesthetically, these feature thematic elements that influence how the match will be played on that surface, such as the ghosts in the Luigi's Mansion court, which hinder movement when the character comes into physical contact with them. Although standard tennis is available, variants of the sport can be played which adopt different rules and methods of victory. "Ring Shot" involves the player earning points by hitting the ball through rings of varying sizes, with the number of points dependent on the difficulty of the shot.[9] The player acquires the points whenever a winning shot is made adhering to standard rules; the match is won once the predetermined number of points is equaled or surpassed. A similar mode, "Item Battle", involves the characters using items based on the Mario universe to interfere with each other's game and gain an advantage	VUu0hy8Aa6E	Nintendo GameCube,Wii
3987	Mario Super Sluggers	Mario Super Sluggers, the sequel to Mario Superstar Baseball, continues the arcade-style gameplay of Mario sports games. Mario and friends are invited to the Baseball Kingdom to play games against each other. When Bowser hears this, he immediately interrupts the party.  There are several game modes to choose from like in the previous game. In Exhibition mode, players play a single game against each other. Players can choose different options such as how many innings to play, if captains can use star powers (each captain has a different star swing and pitch), and toggle error items off and on (error items can be thrown at fielders).  The single-player Challenge mode is different this time around. Instead of choosing a team captain, players start with Mario who must find teammates to take on Bowser Jr. and Bowser. Teammates aren't unlocked by playing a game rather they only join the team by clearing certain objectives. Most of the action takes place on areas with an overhead perspective; each area is based around a team captain. Each captain has a special ability to find teammates and coins, which are used to buy items to aid in the quest or in a game against Bowser Jr. or later against Bowser. More coins can be gotten in minigames.  Toy Field mode is slightly different to the one featured in Mario Superstar Baseball. Like in the GameCube game, players take turns batting to get points; a turn is granted to whomever grabs and holds the ball after a certain amount of time has passed. Unlike in the previous game, however, fielders can attack each other to steal the ball away from whomever has it. The batter can also throw items at the fielders to cause them to drop the ball and grant the batter another turn.	w0kp0L_r1l4	Wii,Wii U
3988	Mario Hoops 3-on-3	Get that magic touch. There are plenty of basketball games out there, but none with the hands-on control of Mario Hoops 3-on-3. Players use the touch screen to get their game on as they execute tricky dribbles, special passes and sweet shots - all with strokes and taps of the stylus. Players choose their teams of three characters from the Mario universe and hit the parquet. Power-ups like Red Shells and Bob-ombs can turn the tide as they chase down coins - they will affect the score, so players collect as many as they can as they drive to the hoop. Whether playing against friends on a local wireless connection, jamming through a tournament or just playing mini-games, there's a mode for everyone.	GXtkD8r1yzE	Nintendo DS,Wii U
3989	Mario Sports Mix	The games include volleyball, hockey (both field and ice), dodgeball, and basketball in the vein of the two companies' earlier collaboration, Mario Hoops 3 on 3. There are power-up items which give advantages to the team that attains them. Each game has an Exhibition mode, in which up to four human players compete in individual matches, and Tournament mode, where up to three players play matches in a tournament structure, with modes of difficulty named Mushroom, Flower and Star.  Mario Sports Mix also includes several party games based on the mechanics of each sport. Smash Skate is based on Hockey, Bob-omb Dodge is based on Dodgeball, Feed Petey is based on Basketball, and Harmony Hustle is based on Volleyball.	upJoBoAMwmI	Wii,Wii U
3990	Mario & Sonic at the Sochi 2014 Olympic Winter Games	Mario & Sonic at the Sochi 2014 Olympic Winter Games is a Wii U game, and is the fourth installment in the Mario & Sonic series. It includes a variety of events from the winter games such as skiing, figure skating, and curling. As the title implies, the game is centered around the 2014 Olympic Winter Games, taking place in Sochi, Russia. Different events uses the Wii Remote Plus controller, Wii U GamePad, or both. As the other games in the series, it features realistic events with ones in Mario's and Sonic's worlds. As the game is a Wii U exclusive, Mario & Sonic at the Sochi 2014 Olympic Winter Games is the first in the series to not have a handheld version.	F0GROJ1F41E	Wii U
